student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk_assessments
57,master of business administration,Return to Study,Satisfactory,0,Studiocity,Student Counsellor,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,66.5,77.8,66.0,69.1,75.9,Access,Concern for Welfare,LB5202,76.6,70.3,75.5,61.4,72.8,No Access,Attendance,LB5205,79.7,12.9,71.4,67.1,63.6,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,No Issue Reported,Non-IT,Low
58,master of business administration,LOA,Satisfactory,0,Writing,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,71.3,81.8,64.9,57.8,67.5,Access,Attendance,LB5202,75.1,79.9,66.3,63.7,86.3,Access,Concern for Welfare,LB5205,67.8,64.6,35.0,76.5,72.4,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
59,master of business administration,SRI to JCUB,Satisfactory,0,Studiocity,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,76.9,68.4,62.5,79.3,65.9,Access,Concern for Welfare,LB5202,63.4,71.4,70.0,69.8,75.8,Access,Concern for Welfare,LB5205,69.6,68.2,64.9,67.6,77.6,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
60,master of business administration,LOA,Satisfactory,0,Essential Skills and Reading,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,77.2,78.3,73.0,60.3,71.5,Access,Non Submission,LB5202,77.6,60.8,62.2,75.0,82.6,No Access,Attendance,LB5205,78.0,91.2,64.3,63.4,75.2,No Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
61,master of business administration,New,Satisfactory,0,4R Essential Skills,Enrollment,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,29.4,93.8,61.5,88.1,47.3,No Access,Concern for Welfare,LB5202,64.9,61.2,70.2,64.8,57.3,No Access,Concern for Welfare,LB5205,72.7,72.9,58.8,60.2,58.5,Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Late Enrollment,Non-IT,High
62,master of business administration,Transferred,Satisfactory,0,Essential Skills,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,69.9,68.8,67.9,95.7,52.5,Access,Attendance,LB5202,73.8,68.9,71.7,64.4,71.3,Access,Attendance,LB5205,69.6,66.2,63.2,58.4,65.3,Access,Attendance,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Mental Health,Non-IT,Low
63,master of business administration,LOA,Satisfactory,0,Writing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,3.4,71.4,68.4,70.1,69.2,Access,Concern for Welfare,LB5202,19.9,87.1,69.5,68.0,80.7,No Access,Non Submission,LB5205,74.9,68.3,83.2,78.8,71.3,Access,Attendance,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Medium
64,master of business administration,SRI to JCUB,Satisfactory,0,Studiocity,Student Advocate,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,80.0,77.0,76.2,72.1,77.8,Access,Concern for Welfare,LB5202,73.9,76.5,62.1,68.9,77.6,Access,Attendance,LB5205,76.1,56.8,89.0,77.0,69.3,Access,Attendance,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Low
65,master of business administration,LOA,Satisfactory,0,4R Essential Skills,Enrollment,Attended,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,70.3,77.6,64.7,74.1,69.4,Access,Attendance,LB5202,63.2,80.4,78.1,72.8,77.4,Access,Non Submission,LB5205,64.3,67.1,67.7,77.6,81.7,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Low
66,master of business administration,LOA,Satisfactory,0,Referencing,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,71.8,64.4,65.9,82.0,62.2,No Access,Concern for Welfare,LB5202,72.1,18.6,75.4,72.4,74.5,Access,Attendance,LB5205,72.6,78.1,69.0,64.4,83.3,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Death in Family,Non-IT,Low
67,master of business administration,LOA,Satisfactory,0,Studiocity,Lecturer,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,76.3,70.3,81.3,77.6,79.6,No Access,Non Submission,LB5202,79.8,64.5,32.8,74.3,76.1,Access,Non Submission,LB5205,74.7,72.2,76.2,71.0,70.7,Access,Non Submission,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,Low
68,master of business administration,First year,Satisfactory,0,Writing,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,62.3,69.6,59.9,61.8,80.2,Access,Attendance,LB5202,68.4,83.1,79.6,72.4,80.5,Access,Concern for Welfare,LB5205,61.7,57.0,82.3,70.4,58.9,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
69,master of business administration,First year,Satisfactory,0,Referencing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,95.7,63.5,69.7,72.8,79.5,Access,Non Submission,LB5202,67.5,69.3,63.5,73.0,67.3,Access,Concern for Welfare,LB5205,93.5,75.4,68.9,77.4,70.6,No Access,Non Submission,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Medium
70,master of business administration,Transferred,Satisfactory,0,4R Essential Skills,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,68.7,80.5,70.8,78.3,74.6,Access,Non Submission,LB5202,77.0,73.6,62.3,66.7,67.7,Access,Non Submission,LB5205,68.3,80.7,77.6,68.9,53.7,Access,Attendance,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
71,master of business administration,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,LB5113,68.3,78.8,71.5,62.6,80.4,Access,Attendance,LB5202,66.1,90.6,76.0,97.6,70.3,Access,Non Submission,LB5205,67.2,9.6,61.6,72.4,58.1,Access,Concern for Welfare,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,No Issue Reported,Non-IT,Low
72,master of business administration,LOA,Satisfactory,0,Writing,Student Advocate,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,82.3,80.7,66.6,71.2,58.0,Access,Attendance,LB5202,12.3,55.0,75.7,68.7,75.3,No Access,Non Submission,LB5205,69.9,68.9,69.3,3.4,72.9,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
73,master of business administration,New,Satisfactory,0,Referencing,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,79.0,65.5,56.2,74.7,69.7,No Access,Non Submission,LB5202,69.5,64.1,59.2,56.7,53.0,Access,Attendance,LB5205,54.7,59.0,68.9,70.2,76.8,Access,Non Submission,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,No Issue Reported,Non-IT,Medium
74,master of business administration,Return to Study,Satisfactory,0,Essential Skills,Student Advocate,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,75.6,77.7,97.0,74.9,63.2,Access,Non Submission,LB5202,78.0,74.3,68.4,73.2,74.0,Access,Attendance,LB5205,82.3,62.4,64.1,70.1,66.1,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
75,master of business administration,New,Satisfactory,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,63.3,62.4,71.4,71.6,71.0,Access,Attendance,LB5202,76.3,65.7,74.2,71.4,63.5,No Access,Attendance,LB5205,71.7,67.9,69.4,76.1,74.6,Access,Concern for Welfare,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,No Issue Reported,Non-IT,Medium
76,master of business administration,Return to Study,Satisfactory,0,Essential Skills,Other,Rescheduled,,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,68.8,72.0,75.6,94.9,82.8,No Access,Attendance,LB5202,79.8,74.9,79.6,68.3,80.0,Access,Concern for Welfare,LB5205,97.9,76.0,68.3,73.0,79.0,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT,Low
77,master of business administration,Transferred,Satisfactory,0,Essential Skills and Reading,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,67.7,60.3,62.5,62.9,69.5,Access,Concern for Welfare,LB5202,0.4,1.4,72.9,75.2,70.6,Access,Concern for Welfare,LB5205,82.4,73.7,73.1,64.2,88.1,No Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,No Issue Reported,Non-IT,Low
78,master of business administration,LOA,Satisfactory,0,4R Essential Skills,Other,Booked,,L/G:9/10 N:5/10 R:8/10,No,F2F,LB5113,93.1,67.0,72.6,73.2,68.2,Access,Non Submission,LB5202,83.4,72.9,76.6,65.5,70.7,Access,Non Submission,LB5205,65.7,69.7,84.9,67.3,76.3,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,No Issue Reported,Non-IT,Low
79,master of business administration,LOA,Satisfactory,0,Essential Skills,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,66.1,77.4,73.7,71.2,85.1,No Access,Attendance,LB5202,65.8,91.8,31.5,80.0,60.4,Access,Attendance,LB5205,73.8,74.6,82.9,60.9,70.8,Access,Non Submission,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Low
80,master of business administration,Continuing,Satisfactory,0,Studiocity,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,72.3,67.7,79.1,75.4,66.6,Access,Concern for Welfare,LB5202,69.8,74.8,15.6,15.7,68.2,Access,Non Submission,LB5205,74.4,72.0,70.0,13.2,68.1,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
81,master of business administration,New,Satisfactory,0,Writing,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,37.1,73.0,76.0,69.5,68.1,Access,Attendance,LB5202,72.9,70.6,74.6,52.8,65.0,No Access,Attendance,LB5205,66.0,74.6,9.7,98.0,59.7,No Access,Attendance,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,No Issue Reported,Non-IT,High
82,master of business administration,Return to Study,Satisfactory,0,Referencing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,79.5,74.1,96.7,79.0,67.9,Access,Attendance,LB5202,65.3,60.9,65.1,69.0,77.0,Access,Attendance,LB5205,75.4,67.1,77.1,61.7,67.6,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Low
83,master of business administration,Return to Study,Satisfactory,0,Referencing,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,71.9,82.2,79.5,98.4,65.0,No Access,Attendance,LB5202,59.2,60.7,62.0,74.4,77.7,Access,Non Submission,LB5205,78.0,59.9,60.7,68.5,58.0,Access,Attendance,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Poor Time Management,Non-IT,Low
84,master of business administration,First year,Satisfactory,0,Writing,Student Counsellor,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,69.5,92.5,91.9,78.6,75.3,No Access,Concern for Welfare,LB5202,69.8,74.2,68.3,49.4,62.4,No Access,Non Submission,LB5205,19.9,77.3,60.3,98.6,67.3,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT,Medium
85,master of business administration,Continuing,Conditional,2,Studiocity,Enrollment,Booked,,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,64.9,73.4,73.0,55.6,70.7,Access,Attendance,LB5202,33.2,68.6,62.2,38.2,51.9,Access,Non Submission,LB5205,47.5,58.3,59.6,55.6,44.6,No Access,Concern for Welfare,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Poor Time Management,Non-IT,High
86,master of business administration,SRI to JCUB,Satisfactory,0,Studiocity,Enrollment,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,73.3,68.7,39.3,70.0,72.5,No Access,Concern for Welfare,LB5202,75.2,73.1,64.5,74.8,92.4,Access,Non Submission,LB5205,78.1,71.7,79.7,69.8,71.0,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
87,master of business administration,SRI to JCUB,Satisfactory,0,Writing,Student Counsellor,Attended,,L/G:9/10 N:5/10 R:8/10,Yes,Email,LB5113,81.8,78.5,84.9,71.3,64.5,Access,Concern for Welfare,LB5202,76.8,70.6,71.0,99.0,81.1,Access,Concern for Welfare,LB5205,72.3,72.7,66.5,69.0,88.7,No Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,Non-IT,Low
88,master of business administration,First year,Satisfactory,0,Studiocity,Student Advocate,Booked,,L/G:9/10 N:5/10 R:8/10,No,Phone,LB5113,64.8,55.6,63.9,69.9,64.5,Access,Non Submission,LB5202,56.3,63.6,65.2,83.7,63.5,Access,Concern for Welfare,LB5205,70.6,68.3,32.9,69.7,72.1,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,No Issue Reported,Non-IT,Medium
89,master of business administration,First year,Satisfactory,0,Studiocity,Lecturer,Booked,,L/G:9/10 N:5/10 R:8/10,No,Email,LB5113,72.9,65.7,69.3,60.3,63.7,Access,Non Submission,LB5202,80.8,73.2,64.0,62.0,56.5,No Access,Non Submission,LB5205,69.7,68.5,71.6,58.5,85.0,Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,No Issue Reported,Non-IT,Medium
90,master of business administration,First year,Satisfactory,0,4R Essential Skills,Other,Not relevant,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,68.7,64.4,80.5,73.3,68.6,Access,Non Submission,LB5202,63.6,35.9,74.4,67.6,66.3,Access,Concern for Welfare,LB5205,59.7,62.7,64.7,76.5,60.9,Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT,Medium
91,master of business administration,New,Satisfactory,0,Referencing,Student Advocate,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,LB5113,62.2,71.9,79.2,84.1,61.7,Access,Non Submission,LB5202,56.1,61.8,62.8,60.2,58.4,Access,Non Submission,LB5205,66.6,80.8,64.0,61.0,72.3,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Late Enrollment,Non-IT,Medium
92,master of business administration,New,Satisfactory,0,Studiocity,Other,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,79.8,32.3,68.4,68.6,75.3,Access,Non Submission,LB5202,61.3,68.3,24.4,57.9,63.5,Access,Concern for Welfare,LB5205,94.8,71.5,63.5,63.4,58.1,Access,Concern for Welfare,Week 5. Student absent from multiple classes. Email sent to check in; student replied citing family issues. Offered flexibility and reminded of support services.,No Issue Reported,Non-IT,Medium
93,master of business administration,Transferred,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,Phone,LB5113,12.0,69.0,77.6,71.6,72.4,Access,Non Submission,LB5202,72.9,65.6,82.5,71.7,68.8,Access,Non Submission,LB5205,70.8,70.4,74.8,37.5,73.7,Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,No Issue Reported,Non-IT,Medium
94,master of business administration,Transferred,Satisfactory,0,Referencing,Enrollment,Rescheduled,,L/G:9/10 N:5/10 R:8/10,Yes,F2F,LB5113,69.3,78.3,57.1,70.2,66.0,Access,Attendance,LB5202,76.3,66.3,79.5,79.7,75.0,Access,Concern for Welfare,LB5205,48.7,56.6,65.9,73.8,74.9,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,No Issue Reported,Non-IT,Low
