student_id,country,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group,risk,country_weighted,course_weighted,student_cohort_weighted,academic_status_weighted,study_skills(attended)_weighted,referral_weighted,pp_meeting_weighted,self_assessment_weighted,readiness_assessment_results_weighted,follow_up_weighted,follow_up_type_weighted,subject_1_weighted,learn_jcu_issues_1_weighted,lecturer_referral_1_weighted,subject_2_weighted,learn_jcu_issues_2_weighted,lecturer_referral_2_weighted,subject_3_weighted,learn_jcu_issues_3_weighted,lecturer_referral_3_weighted,comments_weighted,identified_issues_weighted,course_group_weighted,readiness_assessment_results_sentiment_score,readiness_assessment_results_sentiment_category,readiness_assessment_results_text_length,readiness_assessment_results_word_count,comments_sentiment_score,comments_sentiment_category,comments_text_length,comments_word_count
472,bhutan,mpa,return to study,conditional,2,essential skills and reading,student counsellor,booked,,l/g:9/10 n:5/10 r:8/10,no,email,co5117,43.8,49.4,48.1,52.2,42.2,access,concern for welfare,co5103,45.9,39.8,60.1,37.4,49.0,access,non submission,co5109,74.3,50.7,21.8,61.3,82.5,access,non submission,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,sickness,non-it,high,15,9,7,2,4,5,2,1.5,1,2,2,5,1,2,5,1,1,7,1,2,9.0,5,1,0,neutral,22,3,0.0,neutral,158,24
478,bhutan,mpa,new,satisfactory,0,essential skills and reading,student counsellor,attended,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,co5117,66.7,57.3,94.5,61.2,67.1,access,attendance,co5103,62.8,72.4,79.8,59.0,73.0,no access,concern for welfare,co5109,55.6,79.3,69.3,93.6,67.2,access,attendance,,no issue reported,non-it,medium,15,9,2,1,4,5,3,1.0,1,2,3,5,1,3,5,2,2,7,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
480,bhutan,mpa,new,satisfactory,0,referencing,other,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,co5117,64.9,58.8,79.8,71.2,59.0,access,attendance,co5103,70.5,69.5,70.2,70.8,73.0,access,attendance,co5109,62.1,52.6,60.1,79.6,67.9,access,concern for welfare,,no issue reported,non-it,medium,15,9,2,1,2,4,4,1.0,1,2,1,5,1,3,5,1,3,7,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
481,bhutan,mpa,first year,satisfactory,0,writing,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,co5117,69.6,68.4,69.7,59.0,65.8,no access,non submission,co5103,66.3,75.7,55.5,63.0,66.1,access,attendance,co5109,61.3,67.6,69.6,5.7,63.1,access,attendance,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,15,9,4,1,3,2,2,1.5,1,2,1,5,2,1,5,1,3,7,1,1,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
482,bhutan,mpa,first year,satisfactory,0,essential skills,enrollment,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,email,co5117,97.3,73.2,98.1,80.4,59.7,access,concern for welfare,co5103,64.4,72.8,60.1,61.3,63.0,no access,non submission,co5109,64.1,67.9,69.0,66.5,68.9,access,non submission,,no issue reported,non-it,medium,15,9,4,1,5,3,1,1.5,1,1,2,5,1,2,5,2,1,7,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
485,china,mpa,first year,satisfactory,0,essential skills,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,no,email,co5117,75.5,78.2,2.5,74.8,74.7,access,attendance,co5103,77.2,68.6,66.4,69.5,64.7,access,concern for welfare,co5109,97.9,74.2,78.3,69.7,64.4,no access,concern for welfare,,late enrollment,non-it,medium,21,9,4,1,5,5,3,1.5,1,2,2,5,1,3,5,1,2,7,2,3,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
487,fiji,mpa,new,satisfactory,0,essential skills,student advocate,booked,no,l/g:9/10 n:5/10 r:8/10,yes,f2f,co5117,80.4,72.3,66.1,77.2,55.1,no access,non submission,co5103,78.1,70.7,70.6,75.4,72.6,no access,concern for welfare,co5109,73.4,93.6,50.7,69.0,60.2,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,11,9,2,1,5,1,2,2.0,1,1,1,5,2,1,5,2,2,7,1,1,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
488,hong kong,mpa,new,satisfactory,0,referencing,other,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,no,f2f,co5117,67.8,90.6,73.5,69.4,56.1,access,attendance,co5103,71.3,74.2,56.9,93.4,76.9,access,attendance,co5109,63.3,67.2,69.9,91.0,57.0,access,non submission,,late enrollment,non-it,medium,6,9,2,1,2,4,1,1.0,1,2,1,5,1,3,5,1,3,7,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
489,india,mpa,loa,academic caution,0,essential skills,student advocate,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,co5117,72.7,73.5,49.8,54.2,68.2,access,non submission,co5103,65.8,53.2,85.6,53.2,61.4,access,concern for welfare,co5109,47.7,43.0,62.0,59.2,47.3,access,attendance,week 3. student enrolled late. missing foundational content from weeks 1–2. provided links to recorded lectures and encouraged to attend tutorials for extra support.,sickness,non-it,medium,13,9,6,3,5,1,2,1.5,1,2,1,5,1,1,5,1,2,7,1,1,4.0,5,1,0,neutral,22,3,0.0,neutral,165,24
495,india,mpa,excluded,excluded,4,writing,enrollment,booked,,l/g:9/10 n:5/10 r:8/10,yes,no reply,co5117,0.0,0.0,0.0,0.0,85.4,no access,concern for welfare,co5103,0.0,0.0,0.0,0.0,51.2,no access,concern for welfare,co5109,0.0,0.0,0.0,0.0,28.8,access,concern for welfare,,poor time management,non-it,high,13,9,8,4,3,3,2,1.5,1,1,3,5,2,2,5,2,2,7,1,3,5.5,7,1,0,neutral,22,3,0.0,neutral,0,0
502,kenya,mpa,continuing,satisfactory,0,referencing,student counsellor,attended,,l/g:9/10 n:5/10 r:8/10,yes,no reply,co5117,0.1,73.6,84.4,72.7,50.1,no access,attendance,co5103,74.0,78.9,72.4,54.2,73.0,access,non submission,co5109,61.5,70.7,70.9,5.4,90.9,no access,concern for welfare,,no issue reported,non-it,medium,20,9,5,1,2,5,3,1.5,1,1,3,5,2,3,5,1,1,7,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
504,kenya,mpa,first year,satisfactory,0,referencing,other,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,co5117,4.6,57.1,68.7,71.7,67.9,access,non submission,co5103,57.5,19.7,72.1,61.1,68.0,access,concern for welfare,co5109,71.2,72.8,77.7,68.6,66.0,access,attendance,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,high,20,9,4,1,2,4,4,1.5,1,2,4,5,1,1,5,1,2,7,1,1,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
511,nepal,mpa,first year,academic caution,1,4r essential skills,other,attended,,l/g:9/10 n:5/10 r:8/10,yes,email,co5117,83.1,56.5,51.3,51.8,50.2,access,attendance,co5103,60.2,75.8,58.9,53.5,42.3,no access,attendance,co5109,57.3,68.7,54.4,70.1,45.1,no access,attendance,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,sickness,non-it,high,19,9,4,3,6,4,3,1.5,1,1,2,5,1,3,5,2,3,7,2,1,9.0,5,1,0,neutral,22,3,0.0,neutral,158,24
517,nepal,mpa,new,satisfactory,0,referencing,lecturer,attended,yes,l/g:9/10 n:5/10 r:8/10,yes,phone,co5117,63.6,76.1,61.5,63.0,66.0,access,concern for welfare,co5103,10.6,65.2,61.6,70.5,68.1,access,non submission,co5109,63.3,74.2,71.3,62.2,63.9,access,attendance,,late enrollment,non-it,medium,19,9,2,1,2,2,3,1.0,1,1,4,5,1,2,5,1,1,7,1,1,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
518,nepal,mpa,first year,conditional,2,essential skills,other,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,co5117,41.0,69.3,66.0,48.0,53.3,access,attendance,co5103,45.0,35.1,22.6,63.4,71.2,access,attendance,co5109,44.3,75.9,51.5,55.3,43.6,access,attendance,week 7. missed second assessment. student contacted and reported feeling overwhelmed. referred to academic support and encouraged to speak with counsellor.,mental health,non-it,high,19,9,4,2,5,4,4,1.5,1,2,4,5,1,3,5,1,3,7,1,1,5.0,4,1,0,neutral,22,3,0.0,neutral,155,21
519,philippines,mpa,new,satisfactory,0,referencing,other,booked,yes,l/g:9/10 n:5/10 r:8/10,yes,f2f,co5117,69.7,69.5,65.2,89.4,74.5,access,non submission,co5103,80.1,69.5,72.5,62.7,67.0,access,non submission,co5109,62.7,66.8,68.9,71.6,66.5,access,attendance,,no issue reported,non-it,medium,17,9,2,1,2,4,2,1.0,1,1,1,5,1,1,5,1,1,7,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
520,sri lanka,mpa,new,satisfactory,0,essential skills and reading,other,rescheduled,no,l/g:9/10 n:5/10 r:8/10,yes,phone,co5117,21.7,64.6,72.1,70.3,68.1,access,non submission,co5103,78.5,77.3,77.1,66.2,71.0,access,attendance,co5109,64.0,64.9,61.5,70.6,63.2,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,high,26,9,2,1,4,4,1,2.0,1,1,4,5,1,1,5,1,3,7,1,2,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
523,bhutan,mintltourismandhospmgt,first year,satisfactory,0,writing,other,booked,,l/g:9/10 n:5/10 r:8/10,no,phone,to5101,66.4,61.0,66.6,70.0,81.5,no access,non submission,to5103,70.9,80.3,67.7,62.6,68.2,access,attendance,to5104,75.1,71.1,70.1,58.1,66.0,no access,attendance,,no issue reported,non-it,medium,15,1,4,1,3,4,2,1.5,1,2,4,1,2,1,1,1,3,1,2,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
524,bhutan,mintltourismandhospmgt,new,satisfactory,0,essential skills,enrollment,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,phone,to5101,71.7,63.9,76.1,51.8,63.5,access,concern for welfare,to5103,68.2,83.2,72.6,69.2,64.0,access,non submission,to5104,67.7,67.3,57.1,66.5,57.4,no access,non submission,,no issue reported,non-it,medium,15,1,2,1,5,3,1,1.0,1,1,4,1,1,2,1,1,1,1,2,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
526,bhutan,mintltourismandhospmgt,continuing,conditional,2,4r essential skills,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,yes,phone,to5101,75.2,61.3,64.4,65.8,69.9,no access,attendance,to5103,62.4,40.0,47.4,33.4,62.6,access,concern for welfare,to5104,59.5,59.5,52.6,72.4,59.7,no access,non submission,week 3. first contact made. student reported internet access issues at home. it support referral provided.,mental health,non-it,high,15,1,5,2,6,2,2,1.5,1,1,4,1,2,3,1,1,2,1,2,2,3.0,4,1,0,neutral,22,3,-0.2,negative,106,16
527,bhutan,mintltourismandhospmgt,first year,satisfactory,0,essential skills,other,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,email,to5101,63.5,69.5,68.6,82.2,66.6,access,attendance,to5103,73.9,43.5,55.1,73.1,68.0,no access,concern for welfare,to5104,62.8,64.6,66.3,68.7,64.1,access,attendance,,no issue reported,non-it,medium,15,1,4,1,5,4,1,1.5,1,2,2,1,1,3,1,2,2,1,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
529,bhutan,mintltourismandhospmgt,new,satisfactory,0,4r essential skills,lecturer,booked,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,to5101,62.3,59.7,69.5,77.8,69.8,access,attendance,to5103,73.3,70.7,80.4,94.1,60.0,no access,concern for welfare,to5104,73.5,95.4,98.3,75.2,51.7,access,attendance,,no issue reported,non-it,medium,15,1,2,1,6,2,2,1.0,1,2,3,1,1,3,1,2,2,1,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
530,china,mintltourismandhospmgt,first year,satisfactory,0,4r essential skills,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,email,to5101,58.7,62.8,69.1,37.4,63.0,access,concern for welfare,to5103,63.6,58.1,77.6,74.6,57.9,no access,concern for welfare,to5104,93.0,78.7,26.6,77.1,62.3,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,late enrollment,non-it,medium,21,1,4,1,6,3,4,1.5,1,1,2,1,1,2,1,2,2,1,1,2,1.0,3,1,0,neutral,22,3,0.0,neutral,117,16
543,india,mintltourismandhospmgt,first year,academic caution,1,4r essential skills,enrollment,not relevant,,l/g:9/10 n:5/10 r:8/10,no,f2f,to5101,41.4,53.6,42.3,39.7,52.7,no access,attendance,to5103,56.6,69.9,59.9,41.0,66.2,no access,attendance,to5104,62.7,53.9,57.8,55.2,46.1,access,non submission,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,non-it,high,13,1,4,3,6,3,4,1.5,1,2,1,1,2,3,1,2,3,1,1,2,2.0,3,1,0,neutral,22,3,0.0,neutral,131,21
547,india,mintltourismandhospmgt,first year,satisfactory,0,essential skills,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,no reply,to5101,76.6,65.1,63.8,67.0,66.5,no access,concern for welfare,to5103,77.5,59.9,57.6,78.5,85.2,access,attendance,to5104,66.1,64.0,65.4,5.6,67.4,access,concern for welfare,,no issue reported,non-it,medium,13,1,4,1,5,1,1,1.5,1,1,3,1,2,2,1,1,3,1,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
548,india,mintltourismandhospmgt,return to study,academic caution,1,essential skills,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,f2f,to5101,50.5,48.4,75.0,70.8,58.5,access,concern for welfare,to5103,69.8,44.6,43.2,57.6,59.8,no access,attendance,to5104,41.7,44.1,49.6,67.4,41.6,access,attendance,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,sickness,non-it,high,13,1,7,3,5,1,1,1.5,1,2,1,1,1,2,1,2,3,1,1,1,9.0,5,1,0,neutral,22,3,0.0,neutral,158,24
549,india,mintltourismandhospmgt,new,satisfactory,0,referencing,lecturer,not relevant,yes,l/g:9/10 n:5/10 r:8/10,yes,email,to5101,67.0,71.4,92.9,58.6,73.3,access,concern for welfare,to5103,82.5,64.5,73.9,77.3,70.7,access,concern for welfare,to5104,60.8,72.7,61.8,73.8,69.2,access,attendance,,no issue reported,non-it,medium,13,1,2,1,2,2,4,1.0,1,1,2,1,1,2,1,1,2,1,1,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
552,india,mintltourismandhospmgt,new,satisfactory,0,writing,enrollment,attended,no,l/g:9/10 n:5/10 r:8/10,no,phone,to5101,56.9,70.3,66.4,63.0,70.5,access,concern for welfare,to5103,77.6,69.6,52.4,67.6,61.0,no access,concern for welfare,to5104,72.9,60.1,78.1,67.4,71.0,no access,concern for welfare,,no issue reported,non-it,medium,13,1,2,1,3,3,3,2.0,1,2,4,1,1,2,1,2,2,1,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
554,india,mintltourismandhospmgt,new,satisfactory,0,referencing,other,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,to5101,69.4,68.6,25.7,79.3,71.7,access,concern for welfare,to5103,71.4,63.8,61.8,66.1,67.9,access,non submission,to5104,69.9,69.5,52.8,71.9,79.7,access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,13,1,2,1,2,4,4,1.0,1,2,3,1,1,2,1,1,1,1,1,3,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
558,nepal,mintltourismandhospmgt,new,satisfactory,0,essential skills and reading,student advocate,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,to5101,69.8,72.8,74.1,71.7,68.7,access,attendance,to5103,64.7,62.0,56.5,73.2,65.0,no access,non submission,to5104,62.2,67.3,72.1,78.3,65.7,access,non submission,,late enrollment,non-it,medium,19,1,2,1,4,1,4,1.0,1,2,3,1,1,3,1,2,1,1,1,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
561,nepal,mintltourismandhospmgt,first year,satisfactory,0,writing,enrollment,attended,,l/g:9/10 n:5/10 r:8/10,yes,no reply,to5101,65.4,59.6,51.2,75.9,66.8,access,attendance,to5103,76.0,61.6,81.4,63.4,69.6,no access,non submission,to5104,68.9,61.3,67.4,63.4,66.7,access,concern for welfare,,no issue reported,non-it,medium,19,1,4,1,3,3,3,1.5,1,1,3,1,1,3,1,2,1,1,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
562,nepal,mintltourismandhospmgt,new,satisfactory,0,studiocity,student advocate,booked,no,l/g:9/10 n:5/10 r:8/10,yes,phone,to5101,56.8,7.5,81.4,62.6,54.9,no access,attendance,to5103,66.1,70.9,69.2,75.2,65.0,access,non submission,to5104,65.0,71.5,53.4,71.1,69.4,no access,concern for welfare,,no issue reported,non-it,medium,19,1,2,1,1,1,2,2.0,1,1,4,1,2,3,1,1,1,1,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
564,nepal,mintltourismandhospmgt,new,satisfactory,0,writing,lecturer,not relevant,yes,l/g:9/10 n:5/10 r:8/10,no,no reply,to5101,60.7,65.2,64.8,76.9,80.1,no access,concern for welfare,to5103,48.6,65.7,80.4,69.1,73.6,access,non submission,to5104,62.4,75.9,69.6,79.0,71.8,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,no issue reported,non-it,medium,19,1,2,1,3,2,4,1.0,1,2,3,1,2,2,1,1,1,1,1,3,2.0,2,1,0,neutral,22,3,0.0,neutral,131,21
569,taiwan,mintltourismandhospmgt,new,satisfactory,0,studiocity,student counsellor,attended,yes,l/g:9/10 n:5/10 r:8/10,yes,f2f,to5101,76.8,55.4,11.9,55.1,57.5,access,concern for welfare,to5103,96.7,60.3,66.8,60.3,81.7,access,non submission,to5104,63.3,66.2,22.5,95.6,62.8,no access,concern for welfare,,no issue reported,non-it,medium,1,1,2,1,1,5,3,1.0,1,1,1,1,1,2,1,1,1,1,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
573,bhutan,bthe,loa,conditional,1,essential skills,lecturer,booked,,l/g:9/10 n:5/10 r:8/10,no,f2f,to1008,89.5,49.8,50.3,69.2,67.4,access,attendance,to2117,41.3,55.3,55.7,34.2,69.0,access,attendance,to3052,60.5,68.8,75.0,50.0,64.0,no access,attendance,week 6. student submitted assessment late. extension not requested in advance. advised to submit future requests on time and referred to academic skills team.,death in family,non-it,high,15,13,6,2,5,2,2,1.5,1,2,1,11,1,3,12,1,3,12,2,1,9.0,6,1,0,neutral,22,3,0.0,neutral,158,24
578,china,bthe,first year,satisfactory,0,essential skills and reading,enrollment,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,f2f,to1008,70.1,68.2,79.5,62.1,64.2,access,non submission,to2117,66.7,64.8,72.6,85.1,49.4,access,concern for welfare,to3052,61.8,25.3,60.2,68.3,74.1,no access,concern for welfare,,no issue reported,non-it,medium,21,13,4,1,4,3,1,1.5,1,2,1,11,1,1,12,1,2,12,2,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
580,india,bthe,return to study,academic caution,1,referencing,other,attended,,l/g:9/10 n:5/10 r:8/10,yes,f2f,to1008,63.1,52.9,47.2,60.9,77.1,no access,attendance,to2117,59.5,58.0,66.7,71.6,70.8,access,concern for welfare,to3052,63.9,86.1,56.0,64.0,42.2,access,non submission,week 3. student enrolled late. missing foundational content from weeks 1–2. provided links to recorded lectures and encouraged to attend tutorials for extra support.,mental health,non-it,high,13,13,7,3,2,4,3,1.5,1,1,1,11,2,3,12,1,2,12,1,2,4.0,4,1,0,neutral,22,3,0.0,neutral,165,24
582,kenya,bthe,first year,satisfactory,0,referencing,student advocate,rescheduled,,l/g:9/10 n:5/10 r:8/10,no,no reply,to1008,91.6,71.1,65.8,69.5,65.2,no access,attendance,to2117,69.5,18.5,65.1,62.0,70.3,access,attendance,to3052,69.0,67.0,76.4,75.5,75.0,access,concern for welfare,,no issue reported,non-it,medium,20,13,4,1,2,1,1,1.5,1,2,3,11,2,3,12,1,3,12,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
583,kenya,bthe,return to study,academic caution,1,studiocity,other,booked,,l/g:9/10 n:5/10 r:8/10,no,phone,to1008,79.8,48.0,53.3,66.3,77.1,no access,concern for welfare,to2117,42.7,80.5,65.8,56.2,54.6,access,concern for welfare,to3052,58.7,76.9,47.7,62.4,52.0,access,concern for welfare,week 3. student enrolled late. missing foundational content from weeks 1–2. provided links to recorded lectures and encouraged to attend tutorials for extra support.,mental health,non-it,high,20,13,7,3,1,4,2,1.5,1,2,4,11,2,2,12,1,2,12,1,3,4.0,4,1,0,neutral,22,3,0.0,neutral,165,24
587,nepal,bthe,return to study,academic caution,2,4r essential skills,other,booked,,l/g:9/10 n:5/10 r:8/10,yes,email,to1008,47.6,59.9,59.1,69.4,71.9,access,attendance,to2117,55.2,62.4,66.5,51.0,38.2,access,attendance,to3052,67.7,79.2,48.0,64.7,52.8,no access,concern for welfare,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,mental health,non-it,high,19,13,7,3,6,4,2,1.5,1,1,2,11,1,3,12,1,3,12,2,3,1.0,4,1,0,neutral,22,3,0.0,neutral,117,16
588,nigeria,bthe,first year,satisfactory,0,referencing,enrollment,attended,,l/g:9/10 n:5/10 r:8/10,no,no reply,to1008,92.5,64.1,59.7,77.4,69.9,access,concern for welfare,to2117,62.1,69.9,64.2,15.2,64.5,access,concern for welfare,to3052,55.2,68.3,72.9,29.9,74.2,access,attendance,,late enrollment,non-it,medium,24,13,4,1,2,3,3,1.5,1,2,3,11,1,2,12,1,2,12,1,1,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
589,papua new guinea,bthe,transferred,satisfactory,2,studiocity,student counsellor,not relevant,,l/g:9/10 n:5/10 r:8/10,no,phone,to1008,62.6,64.6,68.3,12.1,53.1,access,non submission,to2117,62.7,80.0,74.1,74.1,69.7,access,non submission,to3052,95.9,27.7,73.5,53.7,61.9,access,non submission,,no issue reported,non-it,medium,14,13,3,1,1,5,4,1.5,1,2,4,11,1,1,12,1,1,12,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
590,sri lanka,bthe,new,satisfactory,0,essential skills,student counsellor,attended,yes,l/g:9/10 n:5/10 r:8/10,yes,no reply,to1008,31.9,71.8,79.2,79.5,62.0,access,non submission,to2117,58.0,65.9,58.1,67.1,72.9,access,attendance,to3052,59.3,66.4,93.6,66.5,51.5,access,concern for welfare,,no issue reported,non-it,high,26,13,2,1,5,5,3,1.0,1,1,3,11,1,1,12,1,3,12,1,3,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
591,sri lanka,bthe,first year,satisfactory,0,writing,lecturer,not relevant,,l/g:9/10 n:5/10 r:8/10,yes,no reply,to1008,67.3,30.0,71.0,71.2,76.5,no access,attendance,to2117,75.3,56.1,98.3,70.2,63.9,access,attendance,to3052,59.7,68.7,64.3,70.4,72.4,access,non submission,week 4. student submitted first assessment late. offered academic skills support and advised on extension procedures.,no issue reported,non-it,medium,26,13,4,1,3,2,4,1.5,1,1,3,11,2,3,12,1,3,12,1,2,1.0,2,1,0,neutral,22,3,0.0,neutral,117,16
593,uganda,bthe,first year,conditional,2,4r essential skills,lecturer,attended,,l/g:9/10 n:5/10 r:8/10,yes,no reply,to1008,54.1,48.2,52.0,51.4,51.7,no access,attendance,to2117,29.0,58.9,44.5,61.7,34.2,access,non submission,to3052,75.4,52.2,54.8,20.7,59.5,no access,attendance,week 3. first contact made. student reported internet access issues at home. it support referral provided.,death in family,non-it,high,27,13,4,2,6,2,3,1.5,1,1,3,11,2,3,12,1,1,12,2,1,3.0,6,1,0,neutral,22,3,-0.2,negative,106,16
595,vietnam,bthe,first year,satisfactory,0,essential skills,other,attended,,l/g:9/10 n:5/10 r:8/10,yes,f2f,to1008,79.2,59.7,78.4,82.5,75.4,access,concern for welfare,to2117,70.8,71.5,92.7,61.4,67.8,no access,non submission,to3052,69.2,60.2,67.6,55.5,62.3,access,concern for welfare,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,non-it,medium,12,13,4,1,5,4,3,1.5,1,1,1,11,1,2,12,2,1,12,1,3,2.0,3,1,0,neutral,22,3,0.0,neutral,131,21
603,bhutan,mpa-mba,new,satisfactory,0,referencing,student advocate,rescheduled,yes,l/g:9/10 n:5/10 r:8/10,yes,email,co5117,67.5,63.1,69.8,67.7,60.2,access,concern for welfare,co5103,71.4,71.8,56.3,72.7,73.3,access,non submission,lb5113,76.3,62.9,62.4,64.3,76.3,no access,attendance,,no issue reported,non-it,medium,15,5,2,1,2,1,1,1.0,1,1,2,5,1,2,5,1,1,5,2,1,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
607,bhutan,mpa-mba,new,satisfactory,0,referencing,enrollment,attended,no,l/g:9/10 n:5/10 r:8/10,no,email,co5117,67.3,59.3,69.8,97.7,73.3,access,non submission,co5103,71.4,92.0,69.6,67.9,63.7,access,non submission,lb5113,59.5,65.0,69.0,60.9,66.4,no access,non submission,,late enrollment,non-it,medium,15,5,2,1,2,3,3,2.0,1,2,2,5,1,1,5,1,1,5,2,2,5.5,3,1,0,neutral,22,3,0.0,neutral,0,0
609,fiji,mpa-mba,return to study,satisfactory,0,writing,student advocate,attended,,l/g:9/10 n:5/10 r:8/10,no,no reply,co5117,21.0,10.7,99.1,63.3,65.5,access,non submission,co5103,93.9,63.9,70.6,68.9,70.5,access,concern for welfare,lb5113,56.8,79.8,66.9,55.3,65.3,access,concern for welfare,,mental health,non-it,medium,11,5,7,1,3,1,3,1.5,1,2,3,5,1,1,5,1,2,5,1,3,5.5,4,1,0,neutral,22,3,0.0,neutral,0,0
614,india,mpa-mba,new,satisfactory,0,referencing,enrollment,not relevant,no,l/g:9/10 n:5/10 r:8/10,no,f2f,co5117,59.8,70.1,12.9,62.5,62.3,access,non submission,co5103,76.8,71.8,73.9,94.3,61.5,access,concern for welfare,lb5113,68.2,77.3,69.6,65.0,68.8,access,non submission,week 2. student did not attend orientation. contacted via email with essential course info and moodle access guide. no response yet,late enrollment,non-it,medium,13,5,2,1,2,3,4,2.0,1,2,1,5,1,1,5,1,2,5,1,2,2.0,3,1,0,neutral,22,3,0.0,neutral,131,21
615,india,mpa-mba,first year,satisfactory,0,essential skills and reading,lecturer,rescheduled,,l/g:9/10 n:5/10 r:8/10,yes,f2f,co5117,64.1,56.0,78.2,60.5,62.6,no access,non submission,co5103,75.0,78.6,74.8,69.3,68.5,no access,concern for welfare,lb5113,74.5,64.9,66.9,67.4,70.8,access,non submission,,no issue reported,non-it,medium,13,5,4,1,4,2,1,1.5,1,1,1,5,2,1,5,2,2,5,1,2,5.5,2,1,0,neutral,22,3,0.0,neutral,0,0
